Name;Typ;Stadt;Land;Längengrad;Breitengrad;Quelle;Operator;Details
Parkplatz 882491364;Parkplatz;Metz;Frankreich;6.1798405;49.1165323;OpenStreetMap;;
Parkplatz 891252090;Parkplatz;Metz;Frankreich;6.2024615;49.1372999;OpenStreetMap;;
Parkplatz 892781568;Parkplatz;Metz;Frankreich;6.1628821;49.1345172;OpenStreetMap;;
Parkplatz 892785489;Parkplatz;Metz;Frankreich;6.1603733;49.13542;OpenStreetMap;;fee: no
Parkplatz 892785491;Parkplatz;Metz;Frankreich;6.1617416;49.1333873;OpenStreetMap;;fee: no
Parkplatz 893990698;Parkplatz;Metz;Frankreich;6.1562835;49.1265678;OpenStreetMap;;
Parkplatz 893990699;Parkplatz;Metz;Frankreich;6.1556033;49.1276354;OpenStreetMap;;
Parkplatz 893990702;Parkplatz;Metz;Frankreich;6.1553264;49.1270899;OpenStreetMap;;
P+R Henri II Le Ban-St-Martin;Park+Ride;Metz;Frankreich;6.1581877;49.1237768;OpenStreetMap;LE MET';"capacity: 50; fee: no"
Parkplatz 894257880;Parkplatz;Metz;Frankreich;6.1709762;49.1076867;OpenStreetMap;;
Parkplatz 895750888;Parkplatz;Metz;Frankreich;6.1959262;49.1102228;OpenStreetMap;;
Parkplatz 896348915;Parkplatz;Metz;Frankreich;6.1702159;49.104771;OpenStreetMap;;
Parkplatz 903225598;Parkplatz;Metz;Frankreich;6.2062922;49.1054664;OpenStreetMap;;
Parkplatz 903225600;Parkplatz;Metz;Frankreich;6.2068111;49.1054295;OpenStreetMap;;
Parkplatz 903225609;Parkplatz;Metz;Frankreich;6.2069423;49.1060764;OpenStreetMap;;
Parkplatz 911049409;Parkplatz;Metz;Frankreich;6.1841836;49.1024656;OpenStreetMap;;capacity: 9
Parkplatz 911049411;Parkplatz;Metz;Frankreich;6.1837858;49.1053862;OpenStreetMap;;"capacity: 11; fee: yes"
Parkplatz 911049412;Parkplatz;Metz;Frankreich;6.1836974;49.1059071;OpenStreetMap;;"capacity: 4; fee: yes"
Parkplatz 915866662;Parkplatz;Metz;Frankreich;6.1840944;49.1034883;OpenStreetMap;;"capacity: 50; fee: yes"
Parkplatz 923208570;Parkplatz;Metz;Frankreich;6.1887765;49.1109774;OpenStreetMap;;
Parkplatz 928676973;Parkplatz;Metz;Frankreich;6.1526542;49.1390812;OpenStreetMap;;
Parkplatz 929836178;Parkplatz;Metz;Frankreich;6.1662894;49.1205897;OpenStreetMap;;
Parkplatz 929836180;Parkplatz;Metz;Frankreich;6.1677017;49.1196397;OpenStreetMap;;
Parkplatz 931549794;Parkplatz;Metz;Frankreich;6.2027373;49.1206195;OpenStreetMap;;
Parkplatz 933942582;Parkplatz;Metz;Frankreich;6.1657518;49.1111919;OpenStreetMap;;
Parkplatz 951578848;Parkplatz;Metz;Frankreich;6.1799583;49.1035063;OpenStreetMap;;fee: no
Parkplatz 963228666;Parkplatz;Metz;Frankreich;6.1987341;49.1119247;OpenStreetMap;;capacity: 5
Parkplatz 973159984;Parkplatz;Metz;Frankreich;6.1739869;49.1102744;OpenStreetMap;;"capacity: 10; fee: yes"
Parkplatz 973971067;Parkplatz;Metz;Frankreich;6.1755354;49.1385316;OpenStreetMap;;capacity: 16
Parkplatz 973971068;Parkplatz;Metz;Frankreich;6.1755807;49.138265;OpenStreetMap;;capacity: 4
Parkplatz 973971069;Parkplatz;Metz;Frankreich;6.1755925;49.1382032;OpenStreetMap;;
Parkplatz 973971070;Parkplatz;Metz;Frankreich;6.1756157;49.1381156;OpenStreetMap;;
Parkplatz 973971074;Parkplatz;Metz;Frankreich;6.1730456;49.1372065;OpenStreetMap;;fee: no
Parkplatz 973971075;Parkplatz;Metz;Frankreich;6.1730558;49.1374713;OpenStreetMap;;fee: no
Parkplatz 973971076;Parkplatz;Metz;Frankreich;6.173001;49.1381416;OpenStreetMap;;fee: no
Parkplatz 973971077;Parkplatz;Metz;Frankreich;6.1732177;49.1379497;OpenStreetMap;;fee: no
Parkplatz 986871600;Parkplatz;Metz;Frankreich;6.1909772;49.1068046;OpenStreetMap;;fee: no
Parkplatz 993727718;Parkplatz;Metz;Frankreich;6.1515648;49.1390546;OpenStreetMap;;
Parkplatz 993734935;Parkplatz;Metz;Frankreich;6.1629995;49.1323114;OpenStreetMap;;
Parkplatz 1002090187;Parkplatz;Metz;Frankreich;6.2094226;49.1106552;OpenStreetMap;;
Parkplatz 1009861038;Parkplatz;Metz;Frankreich;6.1836589;49.1066865;OpenStreetMap;;"capacity: 36; fee: yes"
Parkplatz 1014208748;Parkplatz;Metz;Frankreich;6.1846232;49.1157317;OpenStreetMap;;
Parkplatz 1014208749;Parkplatz;Metz;Frankreich;6.1846657;49.1163104;OpenStreetMap;;
Parkplatz 1019609717;Parkplatz;Metz;Frankreich;6.1798549;49.1043441;OpenStreetMap;;capacity: 11
Parkplatz 1019612076;Parkplatz;Metz;Frankreich;6.1724469;49.1073607;OpenStreetMap;;
Parkplatz 1020026844;Parkplatz;Metz;Frankreich;6.2045713;49.1040911;OpenStreetMap;;
Parkplatz 1020050207;Parkplatz;Metz;Frankreich;6.208858;49.1052762;OpenStreetMap;;fee: no
Parkplatz 1020050208;Parkplatz;Metz;Frankreich;6.2058095;49.1050666;OpenStreetMap;;
Parkplatz 1020050212;Parkplatz;Metz;Frankreich;6.2051342;49.1057344;OpenStreetMap;;
Parkplatz 1020050214;Parkplatz;Metz;Frankreich;6.2085943;49.1054874;OpenStreetMap;;"capacity: 10; fee: no"
Parkplatz 1020050215;Parkplatz;Metz;Frankreich;6.2086274;49.1057403;OpenStreetMap;;fee: no
Parkplatz 1020050216;Parkplatz;Metz;Frankreich;6.2083572;49.1058915;OpenStreetMap;;fee: no
Parkplatz 1020050217;Parkplatz;Metz;Frankreich;6.2083473;49.1056859;OpenStreetMap;;capacity: 10
Parkplatz 1020585107;Parkplatz;Metz;Frankreich;6.171424;49.109339;OpenStreetMap;;
Parkplatz 1020977650;Parkplatz;Metz;Frankreich;6.2074735;49.1013048;OpenStreetMap;;capacity: 34
Parkplatz 1020977662;Parkplatz;Metz;Frankreich;6.2063278;49.1008142;OpenStreetMap;;capacity: 7
Parkplatz 1023072319;Parkplatz;Metz;Frankreich;6.1922597;49.1022384;OpenStreetMap;;
Parkplatz 1023072320;Parkplatz;Metz;Frankreich;6.1934372;49.1023033;OpenStreetMap;;
Parkplatz 1023648440;Parkplatz;Metz;Frankreich;6.2088435;49.1043054;OpenStreetMap;;fee: no
Parkplatz 1023648463;Parkplatz;Metz;Frankreich;6.2041826;49.1068269;OpenStreetMap;;fee: no
Parkplatz 1023713695;Parkplatz;Metz;Frankreich;6.2081887;49.1100663;OpenStreetMap;;
Parkplatz 1024574236;Parkplatz;Metz;Frankreich;6.1651676;49.1259891;OpenStreetMap;;
Parkplatz 1024574245;Parkplatz;Metz;Frankreich;6.1684661;49.128947;OpenStreetMap;;
Parkplatz 1024705267;Parkplatz;Metz;Frankreich;6.1679873;49.1039895;OpenStreetMap;;
Parkplatz 1024709559;Parkplatz;Metz;Frankreich;6.1753667;49.1016306;OpenStreetMap;;
Parkplatz 1024709561;Parkplatz;Metz;Frankreich;6.1772074;49.1016215;OpenStreetMap;;
Parkplatz 1025564451;Parkplatz;Metz;Frankreich;6.1920573;49.1271467;OpenStreetMap;;
Parkplatz 1025564457;Parkplatz;Metz;Frankreich;6.1958364;49.1278652;OpenStreetMap;;
Parkplatz 1025564460;Parkplatz;Metz;Frankreich;6.1966159;49.1271918;OpenStreetMap;;
Parkplatz 1028211504;Parkplatz;Metz;Frankreich;6.2003669;49.1009854;OpenStreetMap;;
Parkplatz 1028211505;Parkplatz;Metz;Frankreich;6.2005291;49.1012781;OpenStreetMap;;
Parkplatz 1028211506;Parkplatz;Metz;Frankreich;6.2006213;49.1010074;OpenStreetMap;;
Parkplatz 1032411930;Parkplatz;Metz;Frankreich;6.2046602;49.1055332;OpenStreetMap;;
Parkplatz 1032411931;Parkplatz;Metz;Frankreich;6.205179;49.1053603;OpenStreetMap;;
Parkplatz 1032411932;Parkplatz;Metz;Frankreich;6.2057323;49.1053189;OpenStreetMap;;
Parkplatz 1041725983;Parkplatz;Metz;Frankreich;6.1972555;49.1311532;OpenStreetMap;;
Parkplatz 1046227031;Parkplatz;Metz;Frankreich;6.1775617;49.1105457;OpenStreetMap;;fee: yes
Parkplatz 1046227032;Parkplatz;Metz;Frankreich;6.1816437;49.1146589;OpenStreetMap;;fee: yes
Parkplatz 1055037951;Parkplatz;Metz;Frankreich;6.1771833;49.1046126;OpenStreetMap;;
Parkplatz 1055037955;Parkplatz;Metz;Frankreich;6.1778088;49.1045074;OpenStreetMap;;
Parkplatz 1055037956;Parkplatz;Metz;Frankreich;6.1778742;49.104675;OpenStreetMap;;
Parkplatz 1055078711;Parkplatz;Metz;Frankreich;6.1795504;49.1017873;OpenStreetMap;;
Parkplatz 1055078712;Parkplatz;Metz;Frankreich;6.1790911;49.1017398;OpenStreetMap;;
Parkplatz 1055078717;Parkplatz;Metz;Frankreich;6.1797036;49.1018093;OpenStreetMap;;
Parkplatz 1055078733;Parkplatz;Metz;Frankreich;6.17278;49.1030152;OpenStreetMap;;
Parkplatz 1055136948;Parkplatz;Metz;Frankreich;6.1819197;49.1000767;OpenStreetMap;;
Parkplatz 1055228608;Parkplatz;Metz;Frankreich;6.1772465;49.1017751;OpenStreetMap;;
Parkplatz 1055228612;Parkplatz;Metz;Frankreich;6.1783316;49.1017556;OpenStreetMap;;
Parkplatz 1055228613;Parkplatz;Metz;Frankreich;6.178304;49.1019232;OpenStreetMap;;
Parkplatz 1055228614;Parkplatz;Metz;Frankreich;6.1783485;49.1021849;OpenStreetMap;;
Parkplatz 1055228621;Parkplatz;Metz;Frankreich;6.1785633;49.1009435;OpenStreetMap;;
Parkplatz 1055770030;Parkplatz;Metz;Frankreich;6.1981379;49.109413;OpenStreetMap;;
Parkplatz 1055846936;Parkplatz;Metz;Frankreich;6.1808312;49.1125995;OpenStreetMap;;
Parkplatz 1055846939;Parkplatz;Metz;Frankreich;6.1808734;49.1123571;OpenStreetMap;;
Parkplatz 1056653399;Parkplatz;Metz;Frankreich;6.1627661;49.1195068;OpenStreetMap;;
Parkplatz 1057681276;Parkplatz;Metz;Frankreich;6.1548369;49.1381241;OpenStreetMap;;
Parkplatz 1057681277;Parkplatz;Metz;Frankreich;6.1555048;49.1380559;OpenStreetMap;;
Parkplatz 1061458647;Parkplatz;Metz;Frankreich;6.174961;49.1088027;OpenStreetMap;;
Parkplatz 1065545117;Parkplatz;Metz;Frankreich;6.2084069;49.1044608;OpenStreetMap;Résidence Pythagore;
Parkplatz 1067642484;Parkplatz;Metz;Frankreich;6.1691976;49.1118705;OpenStreetMap;;
Parkplatz 1069328273;Parkplatz;Metz;Frankreich;6.1749906;49.1278387;OpenStreetMap;;fee: no
Parkplatz 1069328292;Parkplatz;Metz;Frankreich;6.1758546;49.1300228;OpenStreetMap;;
Parkplatz 1074522410;Parkplatz;Metz;Frankreich;6.1501075;49.138796;OpenStreetMap;;
Parkplatz 1075769110;Parkplatz;Metz;Frankreich;6.1791327;49.1118169;OpenStreetMap;;
Parkplatz 1075769111;Parkplatz;Metz;Frankreich;6.1796252;49.1118723;OpenStreetMap;;
Parkplatz 1083607798;Parkplatz;Metz;Frankreich;6.2064136;49.12321;OpenStreetMap;;
Parkplatz 1085088111;Parkplatz;Metz;Frankreich;6.1684364;49.122898;OpenStreetMap;;
Parkplatz 1086782891;Parkplatz;Metz;Frankreich;6.1613287;49.1343945;OpenStreetMap;;fee: no
Parkplatz 1086782905;Parkplatz;Metz;Frankreich;6.1607384;49.1348815;OpenStreetMap;;
Parkplatz 1086782913;Parkplatz;Metz;Frankreich;6.1624919;49.1358394;OpenStreetMap;;
Parkplatz 1086782916;Parkplatz;Metz;Frankreich;6.1620322;49.1350144;OpenStreetMap;;
Parkplatz 1086782917;Parkplatz;Metz;Frankreich;6.1619831;49.1346478;OpenStreetMap;;
Parkplatz 1086782922;Parkplatz;Metz;Frankreich;6.1625144;49.1350073;OpenStreetMap;;
Parkplatz 1086782929;Parkplatz;Metz;Frankreich;6.1629026;49.1351224;OpenStreetMap;;
Parkplatz 1086791948;Parkplatz;Metz;Frankreich;6.1639477;49.1338121;OpenStreetMap;;
Parkplatz 1086791949;Parkplatz;Metz;Frankreich;6.1641267;49.1335943;OpenStreetMap;;
Parkplatz 1086791953;Parkplatz;Metz;Frankreich;6.1643849;49.1343035;OpenStreetMap;;
Parkplatz 1087370712;Parkplatz;Metz;Frankreich;6.1580373;49.1295401;OpenStreetMap;;
Parkplatz 1087370713;Parkplatz;Metz;Frankreich;6.1586345;49.1292233;OpenStreetMap;;
Parkplatz 1087370717;Parkplatz;Metz;Frankreich;6.1567262;49.1297381;OpenStreetMap;;
Parkplatz 1087370719;Parkplatz;Metz;Frankreich;6.1562918;49.1295009;OpenStreetMap;;
Parkplatz 1087370727;Parkplatz;Metz;Frankreich;6.1555748;49.1294127;OpenStreetMap;;
Parkplatz 1087370728;Parkplatz;Metz;Frankreich;6.1557132;49.1296566;OpenStreetMap;;
Parkplatz 1087370740;Parkplatz;Metz;Frankreich;6.1581531;49.131637;OpenStreetMap;;
Parkplatz 1087923142;Parkplatz;Metz;Frankreich;6.1583432;49.130968;OpenStreetMap;;
Parkplatz 1087923143;Parkplatz;Metz;Frankreich;6.1581573;49.1308234;OpenStreetMap;;
Parkplatz 1087923146;Parkplatz;Metz;Frankreich;6.1587945;49.1312842;OpenStreetMap;;
Parkplatz 1087923147;Parkplatz;Metz;Frankreich;6.1583778;49.1307444;OpenStreetMap;;
Parking des Messageries;Parkplatz;Metz;Frankreich;6.1815057;49.1032857;OpenStreetMap;Indigo;"capacity: 225; fee: yes"
Parkplatz 1091090733;Parkplatz;Metz;Frankreich;6.1712992;49.1099356;OpenStreetMap;Insee;
Parkplatz 1097471113;Parkplatz;Metz;Frankreich;6.1980537;49.1125349;OpenStreetMap;;capacity: 22
Parkplatz 1097471115;Parkplatz;Metz;Frankreich;6.1998489;49.1119486;OpenStreetMap;;
Parkplatz 1097513650;Parkplatz;Metz;Frankreich;6.1980942;49.1136957;OpenStreetMap;;
Parkplatz 1099419889;Parkplatz;Metz;Frankreich;6.1697221;49.1042167;OpenStreetMap;;fee: no
Parkplatz 1101753072;Parkplatz;Metz;Frankreich;6.1763412;49.1129466;OpenStreetMap;Hotel Mercure;fee: yes
Parkplatz 1104045809;Parkplatz;Metz;Frankreich;6.1523248;49.1222739;OpenStreetMap;;"capacity: 80; fee: no"
Parkplatz 1105663522;Parkplatz;Metz;Frankreich;6.2082872;49.1037419;OpenStreetMap;;
Parkplatz 1105663527;Parkplatz;Metz;Frankreich;6.2090242;49.1037397;OpenStreetMap;;
Parkplatz 1105663529;Parkplatz;Metz;Frankreich;6.2090162;49.1033339;OpenStreetMap;;
Parkplatz 1111600206;Parkplatz;Metz;Frankreich;6.1757605;49.127991;OpenStreetMap;;capacity: 12
Parkplatz 1120646102;Parkplatz;Metz;Frankreich;6.1558549;49.1124658;OpenStreetMap;;
Parkplatz 1124686768;Parkplatz;Metz;Frankreich;6.1769813;49.1000193;OpenStreetMap;;capacity: 9
Parkplatz 1124686769;Parkplatz;Metz;Frankreich;6.1764287;49.1001543;OpenStreetMap;;
Parking Saint-Vincent;Parkplatz;Metz;Frankreich;6.1723918;49.1237885;OpenStreetMap;Mairie de Metz;fee: yes
Parkplatz 1136565806;Parkplatz;Metz;Frankreich;6.1675841;49.1184421;OpenStreetMap;;
Parkplatz 1137959760;Parkplatz;Metz;Frankreich;6.1826286;49.1248611;OpenStreetMap;;
Parkplatz 1138014402;Parkplatz;Metz;Frankreich;6.1676352;49.129936;OpenStreetMap;;
Parkplatz 1138946523;Parkplatz;Metz;Frankreich;6.1757816;49.1207019;OpenStreetMap;;fee: yes
Parkplatz 1150669071;Parkplatz;Metz;Frankreich;6.173595;49.1202734;OpenStreetMap;;
Parkplatz 1150669072;Parkplatz;Metz;Frankreich;6.1741333;49.1201617;OpenStreetMap;;
Parkplatz 1150669073;Parkplatz;Metz;Frankreich;6.1745127;49.1199582;OpenStreetMap;;
Parkplatz 1150719157;Parkplatz;Metz;Frankreich;6.1666551;49.106533;OpenStreetMap;;capacity: 20
Parkplatz 1150719158;Parkplatz;Metz;Frankreich;6.1666797;49.1066855;OpenStreetMap;;capacity: 11
Parkplatz 1150719161;Parkplatz;Metz;Frankreich;6.1682081;49.1060102;OpenStreetMap;;
Parkplatz 1155056451;Parkplatz;Metz;Frankreich;6.2037129;49.1061387;OpenStreetMap;;
Parkplatz 1155056454;Parkplatz;Metz;Frankreich;6.2041356;49.1057946;OpenStreetMap;;
Parkplatz 1155810216;Parkplatz;Metz;Frankreich;6.191171;49.1128499;OpenStreetMap;;fee: no
Parkplatz 1155810217;Parkplatz;Metz;Frankreich;6.1912467;49.1125004;OpenStreetMap;;fee: no
Parkplatz 1155810218;Parkplatz;Metz;Frankreich;6.1889168;49.113171;OpenStreetMap;;
Parkplatz 1155810219;Parkplatz;Metz;Frankreich;6.1890344;49.1132653;OpenStreetMap;;
Parkplatz 1155810220;Parkplatz;Metz;Frankreich;6.188759;49.1135131;OpenStreetMap;;
Parkplatz 1156189911;Parkplatz;Metz;Frankreich;6.176807;49.1343175;OpenStreetMap;;
Parkplatz 1159389289;Parkplatz;Metz;Frankreich;6.1757899;49.1095158;OpenStreetMap;;"capacity: 2; fee: no; wheelchair: no"
Parkplatz 1159445951;Parkplatz;Metz;Frankreich;6.175779;49.1095643;OpenStreetMap;;"capacity: 2; fee: no"
Parkplatz 1159445952;Parkplatz;Metz;Frankreich;6.1753134;49.1102437;OpenStreetMap;;fee: yes
Parkplatz 1159680578;Parkplatz;Metz;Frankreich;6.1755472;49.1090183;OpenStreetMap;;
Parkplatz 1161394445;Parkplatz;Metz;Frankreich;6.1926905;49.1129061;OpenStreetMap;;
Parkplatz 1161394446;Parkplatz;Metz;Frankreich;6.1932935;49.1122484;OpenStreetMap;;
Parkplatz 1161394447;Parkplatz;Metz;Frankreich;6.193014;49.1125511;OpenStreetMap;;
Parkplatz 1161394448;Parkplatz;Metz;Frankreich;6.1924097;49.1132362;OpenStreetMap;;
Parkplatz 1161394449;Parkplatz;Metz;Frankreich;6.192053;49.1136827;OpenStreetMap;;
Parkplatz 1165127832;Parkplatz;Metz;Frankreich;6.1635764;49.1045948;OpenStreetMap;;
Parkplatz 1171668378;Parkplatz;Metz;Frankreich;6.1796933;49.1073977;OpenStreetMap;;"capacity: 3; fee: yes"
Parkplatz 1171668379;Parkplatz;Metz;Frankreich;6.1799589;49.1074156;OpenStreetMap;;"capacity: 1; fee: yes"
Parkplatz 1171668380;Parkplatz;Metz;Frankreich;6.1802543;49.1074342;OpenStreetMap;;"capacity: 2; fee: yes"
Parkplatz 1171668382;Parkplatz;Metz;Frankreich;6.1805722;49.1074553;OpenStreetMap;;fee: yes
Parkplatz 1181362337;Parkplatz;Metz;Frankreich;6.1744123;49.1102282;OpenStreetMap;;
Parkplatz 1181807185;Parkplatz;Metz;Frankreich;6.1802596;49.1247042;OpenStreetMap;;
Parkplatz 1181807186;Parkplatz;Metz;Frankreich;6.1806579;49.1248315;OpenStreetMap;;
Parkplatz 1182080728;Parkplatz;Metz;Frankreich;6.1864901;49.1181446;OpenStreetMap;;
Parkplatz 1182080734;Parkplatz;Metz;Frankreich;6.1877118;49.1227239;OpenStreetMap;;
Parkplatz 1182133913;Parkplatz;Metz;Frankreich;6.1731417;49.0998892;OpenStreetMap;;capacity: 9
Parkplatz 1182133914;Parkplatz;Metz;Frankreich;6.1731933;49.1000623;OpenStreetMap;;
Parkplatz 1182286829;Parkplatz;Metz;Frankreich;6.1989954;49.1014922;OpenStreetMap;;
Parkplatz 1186293729;Parkplatz;Metz;Frankreich;6.1896918;49.1198592;OpenStreetMap;;
Parkplatz 1186293733;Parkplatz;Metz;Frankreich;6.1895316;49.1197228;OpenStreetMap;;
Parkplatz 1186293734;Parkplatz;Metz;Frankreich;6.190007;49.1198071;OpenStreetMap;;
Parkplatz 1186293739;Parkplatz;Metz;Frankreich;6.1900752;49.1215761;OpenStreetMap;;
Parkplatz 1186293741;Parkplatz;Metz;Frankreich;6.1902344;49.1207589;OpenStreetMap;;
Parkplatz 1186293743;Parkplatz;Metz;Frankreich;6.1901721;49.1210628;OpenStreetMap;;
Parkplatz 1186293744;Parkplatz;Metz;Frankreich;6.1899461;49.1222604;OpenStreetMap;;
Parkplatz 1186293750;Parkplatz;Metz;Frankreich;6.190311;49.1203284;OpenStreetMap;;
Parkplatz 1186293751;Parkplatz;Metz;Frankreich;6.1899533;49.1193883;OpenStreetMap;;
Parkplatz 1186293753;Parkplatz;Metz;Frankreich;6.1903718;49.1184411;OpenStreetMap;;
Parkplatz 1186293754;Parkplatz;Metz;Frankreich;6.1945262;49.1229543;OpenStreetMap;;
Parkplatz 1186293755;Parkplatz;Metz;Frankreich;6.1936612;49.1237228;OpenStreetMap;;
Parkplatz 1186293756;Parkplatz;Metz;Frankreich;6.1937732;49.1230624;OpenStreetMap;;
Parkplatz 1186293760;Parkplatz;Metz;Frankreich;6.1965274;49.1219406;OpenStreetMap;;
Parkplatz 1186293761;Parkplatz;Metz;Frankreich;6.1956305;49.1218759;OpenStreetMap;;
Parkplatz 1186293762;Parkplatz;Metz;Frankreich;6.1951107;49.122394;OpenStreetMap;;
Parkplatz 1186950012;Parkplatz;Metz;Frankreich;6.1863051;49.1109201;OpenStreetMap;;fee: no
Parkplatz 1187665766;Parkplatz;Metz;Frankreich;6.174822;49.1093677;OpenStreetMap;;capacity: 1
Parkplatz 1187665767;Parkplatz;Metz;Frankreich;6.1746282;49.1095418;OpenStreetMap;;fee: yes
Parkplatz 1187665768;Parkplatz;Metz;Frankreich;6.1746258;49.1094418;OpenStreetMap;;fee: yes
Parkplatz 1187665769;Parkplatz;Metz;Frankreich;6.1744811;49.1095704;OpenStreetMap;;fee: yes
Parkplatz 1187665770;Parkplatz;Metz;Frankreich;6.1743209;49.1098076;OpenStreetMap;;fee: yes
Parkplatz 1187665771;Parkplatz;Metz;Frankreich;6.1742207;49.1097995;OpenStreetMap;;fee: yes
Parkplatz 1187665772;Parkplatz;Metz;Frankreich;6.173894;49.1101933;OpenStreetMap;;
Parkplatz 1188684451;Parkplatz;Metz;Frankreich;6.1992233;49.1018953;OpenStreetMap;;
Parkplatz 1188684452;Parkplatz;Metz;Frankreich;6.1991048;49.101892;OpenStreetMap;;
Parkplatz 1188684453;Parkplatz;Metz;Frankreich;6.200817;49.1014355;OpenStreetMap;;
Parkplatz 1188684454;Parkplatz;Metz;Frankreich;6.2004293;49.1012359;OpenStreetMap;;
Parkplatz 1188684455;Parkplatz;Metz;Frankreich;6.2010839;49.1019261;OpenStreetMap;;
Parkplatz 1188684456;Parkplatz;Metz;Frankreich;6.2022305;49.1023823;OpenStreetMap;;
Parkplatz 1188684457;Parkplatz;Metz;Frankreich;6.1980429;49.1004188;OpenStreetMap;;
Parkplatz 1191224431;Parkplatz;Metz;Frankreich;6.1719213;49.1301512;OpenStreetMap;;
Parkplatz 1193261664;Parkplatz;Metz;Frankreich;6.1632301;49.1000094;OpenStreetMap;;
Parkplatz 1193261666;Parkplatz;Metz;Frankreich;6.1630364;49.1000514;OpenStreetMap;;
Parkplatz 1193607507;Parkplatz;Metz;Frankreich;6.1786598;49.1257027;OpenStreetMap;;
Parkplatz 1197652119;Parkplatz;Metz;Frankreich;6.1508294;49.1160593;OpenStreetMap;;capacity: 8
Parkplatz 1197652120;Parkplatz;Metz;Frankreich;6.1511095;49.1159293;OpenStreetMap;;capacity: 2
Parkplatz 1197652121;Parkplatz;Metz;Frankreich;6.1514311;49.1157776;OpenStreetMap;;capacity: 12
Parkplatz 1197652122;Parkplatz;Metz;Frankreich;6.1518798;49.1155682;OpenStreetMap;;capacity: 12
Parkplatz 1197652123;Parkplatz;Metz;Frankreich;6.1521612;49.1154367;OpenStreetMap;;capacity: 2
Parkplatz 1197652125;Parkplatz;Metz;Frankreich;6.1524401;49.115308;OpenStreetMap;;capacity: 3
Parkplatz 1197652126;Parkplatz;Metz;Frankreich;6.1525806;49.1152403;OpenStreetMap;;capacity: 2
Parkplatz 1197652128;Parkplatz;Metz;Frankreich;6.1535188;49.1148041;OpenStreetMap;;capacity: 28
Parkplatz 1197652129;Parkplatz;Metz;Frankreich;6.154176;49.1146441;OpenStreetMap;;fee: no
Parkplatz 1197652130;Parkplatz;Metz;Frankreich;6.1541299;49.1145188;OpenStreetMap;;capacity: 6
Parkplatz 1197652131;Parkplatz;Metz;Frankreich;6.1543491;49.1144266;OpenStreetMap;;capacity: 2
Parkplatz 1197652132;Parkplatz;Metz;Frankreich;6.1557187;49.1137659;OpenStreetMap;;capacity: 7
Parkplatz 1197652133;Parkplatz;Metz;Frankreich;6.1559605;49.1136534;OpenStreetMap;;capacity: 3
Parkplatz 1197652134;Parkplatz;Metz;Frankreich;6.1562329;49.1135305;OpenStreetMap;;capacity: 10
Parkplatz 1197652135;Parkplatz;Metz;Frankreich;6.1566642;49.1133269;OpenStreetMap;;capacity: 6
Parkplatz 1197652136;Parkplatz;Metz;Frankreich;6.156923;49.1131941;OpenStreetMap;;capacity: 8
Parkplatz 1197652137;Parkplatz;Metz;Frankreich;6.157134;49.1130921;OpenStreetMap;;capacity: 3
Parkplatz 1197652138;Parkplatz;Metz;Frankreich;6.1559157;49.1126929;OpenStreetMap;;
Parkplatz 1198778380;Parkplatz;Metz;Frankreich;6.1812786;49.1273048;OpenStreetMap;;
Parkplatz 1198778382;Parkplatz;Metz;Frankreich;6.1821332;49.1281559;OpenStreetMap;;
Parkplatz 1198778383;Parkplatz;Metz;Frankreich;6.1785063;49.1296552;OpenStreetMap;;capacity: 24
Parkplatz 1200015576;Parkplatz;Metz;Frankreich;6.2054445;49.1058038;OpenStreetMap;;
Parkplatz 1200015577;Parkplatz;Metz;Frankreich;6.2056388;49.1056635;OpenStreetMap;;
Parkplatz 1200015578;Parkplatz;Metz;Frankreich;6.2058692;49.1060146;OpenStreetMap;;
Parkplatz 1200015581;Parkplatz;Metz;Frankreich;6.2068574;49.105831;OpenStreetMap;;
Parkplatz 1200015582;Parkplatz;Metz;Frankreich;6.2071622;49.1051363;OpenStreetMap;;
Parkplatz 1200015583;Parkplatz;Metz;Frankreich;6.2089384;49.1055419;OpenStreetMap;;capacity: 6
Parkplatz 1200015584;Parkplatz;Metz;Frankreich;6.2081013;49.1056159;OpenStreetMap;;capacity: 1
Parkplatz 1200015585;Parkplatz;Metz;Frankreich;6.208435;49.1051761;OpenStreetMap;;
Parkplatz 1200015586;Parkplatz;Metz;Frankreich;6.2083453;49.1053684;OpenStreetMap;;capacity: 4
Parkplatz 1200015587;Parkplatz;Metz;Frankreich;6.2080883;49.1040495;OpenStreetMap;;
Parkplatz 1200015588;Parkplatz;Metz;Frankreich;6.2078274;49.1040674;OpenStreetMap;;
Parkplatz 1200015589;Parkplatz;Metz;Frankreich;6.2075908;49.1040842;OpenStreetMap;;
Parkplatz 1200015591;Parkplatz;Metz;Frankreich;6.2076031;49.1053338;OpenStreetMap;;
Parkplatz 1200015605;Parkplatz;Metz;Frankreich;6.1790513;49.1057793;OpenStreetMap;;
Parkplatz 1200628277;Parkplatz;Metz;Frankreich;6.2010265;49.1220134;OpenStreetMap;;capacity: 3
Parkplatz 1200628278;Parkplatz;Metz;Frankreich;6.2020479;49.1215338;OpenStreetMap;;
Parkplatz 1200628279;Parkplatz;Metz;Frankreich;6.2025546;49.1214213;OpenStreetMap;;
Parkplatz 1200628280;Parkplatz;Metz;Frankreich;6.1976601;49.122026;OpenStreetMap;;
